date,temperature,humidity,feels_like,pressure,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_description,sunrise,sunset
2022-12-23,289.04,90,289.03,1017,287.4,,100,10000,6.17,150,overcast clouds,2022-12-22 08:17:28,2022-12-22 21:52:40
2022-12-24,291.2,86,291.31,1016,288.82,,100,10000,5.14,110,overcast clouds,2022-12-23 08:17:58,2022-12-23 21:53:08
2022-12-25,293.09,85,293.36,1017,290.49,,100,10000,4.92,101,overcast clouds,2022-12-24 08:18:28,2022-12-24 21:53:35
2022-12-26,292.85,94,293.33,1015,291.86,,40,10000,3.13,166,scattered clouds,2022-12-25 08:19:00,2022-12-25 21:54:00
2022-12-27,294.84,78,295.1,1013,290.84,,0,10000,1.54,30,clear sky,2022-12-26 08:19:33,2022-12-26 21:54:25
2022-12-28,294.85,100,295.69,1014,294.85,,0,10000,2.06,160,moderate rain,2022-12-27 08:20:07,2022-12-27 21:54:49
2022-12-29,292.85,100,293.49,1013,292.85,,75,7000,5.66,320,moderate rain,2022-12-28 08:20:41,2022-12-28 21:55:12
2022-12-30,291.85,100,292.39,1017,291.85,,75,10000,2.57,130,moderate rain,2022-12-29 08:21:16,2022-12-29 21:55:33
2022-12-31,293.19,90,293.6,1017,291.5,,40,10000,3.6,150,scattered clouds,2022-12-30 08:21:53,2022-12-30 21:55:53
2023-01-01,292.69,95,293.18,1017,291.87,,0,10000,2.1,90,mist,2022-12-31 08:22:30,2022-12-31 21:56:12
2023-01-02,293.88,93,294.44,1016,292.71,,40,10000,4.12,160,mist,2023-01-01 08:23:07,2023-01-01 21:56:30
2023-01-03,295.89,68,296.0,1011,289.68,,0,10000,3.6,60,haze,2023-01-02 08:23:46,2023-01-02 21:56:47
2023-01-04,293.69,99,294.38,1011,293.53,,75,8000,3.1,320,moderate rain,2023-01-03 08:24:25,2023-01-03 21:57:02
2023-01-05,289.83,100,290.16,1013,289.83,,100,6000,4.63,170,moderate rain,2023-01-04 08:25:04,2023-01-04 21:57:17
2023-01-06,289.08,99,289.31,1017,288.92,,100,6000,6.2,160,light rain,2023-01-05 08:25:44,2023-01-05 21:57:29
2023-01-07,287.94,99,288.06,1020,287.78,,100,2000,4.63,150,drizzle,2023-01-06 08:26:25,2023-01-06 21:57:41
2023-01-08,289.84,93,289.99,1020,288.7,,75,7000,4.63,120,mist,2023-01-07 08:27:06,2023-01-07 21:57:51
2023-01-09,291.68,94,292.04,1018,290.7,,75,6000,5.14,160,mist,2023-01-08 08:27:48,2023-01-08 21:58:00
2023-01-10,292.32,93,292.72,1017,291.16,,100,9000,3.6,140,mist,2023-01-09 08:28:30,2023-01-09 21:58:08
2023-01-11,292.09,99,292.62,1015,291.93,,75,7000,1.54,160,light rain,2023-01-10 08:29:13,2023-01-10 21:58:14
2023-01-12,295.83,81,296.27,1014,292.4,,0,10000,1.54,0,clear sky,2023-01-11 08:29:56,2023-01-11 21:58:19
2023-01-13,295.83,89,296.48,1011,293.92,,40,7000,2.6,140,mist,2023-01-12 08:30:39,2023-01-12 21:58:22
2023-01-14,296.64,79,297.11,1013,292.79,,75,10000,3.1,350,broken clouds,2023-01-13 08:31:23,2023-01-13 21:58:25
2023-01-15,297.44,79,297.99,1015,293.57,,0,10000,2.1,330,clear sky,2023-01-14 08:32:06,2023-01-14 21:58:25
2023-01-16,295.08,93,295.76,1015,293.9,,0,10000,2.1,110,mist,2023-01-15 08:32:50,2023-01-15 21:58:25
2023-01-17,295.93,97,296.8,1016,295.43,,75,10000,4.12,190,light rain,2023-01-16 08:33:35,2023-01-16 21:58:23
2023-01-18,295.88,82,296.35,1017,292.65,,40,10000,4.12,150,mist,2023-01-17 08:34:19,2023-01-17 21:58:20
2023-01-19,293.89,94,294.47,1018,292.89,,0,10000,4.02,177,clear sky,2023-01-18 08:35:03,2023-01-18 21:58:15
2023-01-20,294.88,86,295.35,1016,292.44,,40,10000,3.1,130,mist,2023-01-19 08:35:48,2023-01-19 21:58:09
2023-01-21,293.06,98,293.67,1013,292.73,,40,6000,2.1,130,light rain,2023-01-20 08:36:32,2023-01-20 21:58:01
2023-01-22,295.16,86,295.66,1010,292.71,,0,10000,2.1,100,mist,2023-01-21 08:37:17,2023-01-21 21:57:53
2023-01-23,298.63,69,299.04,1009,292.53,,40,10000,4.12,220,haze,2023-01-22 08:38:01,2023-01-22 21:57:42
2023-01-24,295.59,85,296.11,1012,292.94,,40,8000,3.1,80,mist,2023-01-23 08:38:45,2023-01-23 21:57:31
2023-01-25,294.84,87,295.34,1013,292.58,,40,10000,3.6,120,scattered clouds,2023-01-24 08:39:30,2023-01-24 21:57:18
2023-01-26,294.84,82,295.21,1013,291.63,,40,10000,6.2,140,scattered clouds,2023-01-25 08:40:14,2023-01-25 21:57:04
2023-01-27,294.59,41,293.86,1015,280.81,,0,10000,4.12,130,haze,2023-01-26 08:40:58,2023-01-26 21:56:48
2023-01-28,294.83,83,295.22,1015,291.82,,20,10000,5.7,100,mist,2023-01-27 08:41:42,2023-01-27 21:56:31
2023-01-29,293.84,88,294.26,1016,291.78,,75,6000,2.1,360,moderate rain,2023-01-28 08:42:25,2023-01-28 21:56:13
2023-01-30,294.83,94,295.51,1014,293.82,,0,10000,3.1,40,clear sky,2023-01-29 08:43:08,2023-01-29 21:55:53
2023-01-31,294.89,92,295.52,1013,293.53,,40,10000,4.12,100,mist,2023-01-30 08:43:51,2023-01-30 21:55:32
2023-02-01,294.83,93,295.48,1015,293.65,,40,10000,3.6,180,heavy intensity rain,2023-01-31 08:44:34,2023-01-31 21:55:10
2023-02-02,294.08,99,294.81,1015,293.92,,40,5000,6.2,80,thunderstorm with rain,2023-02-01 08:45:17,2023-02-01 21:54:46
2023-02-03,295.64,88,296.24,1015,293.55,,75,10000,5.7,330,moderate rain,2023-02-02 08:45:59,2023-02-02 21:54:21
2023-02-04,293.64,96,294.25,1014,292.98,,40,10000,4.12,270,heavy intensity rain,2023-02-03 08:46:40,2023-02-03 21:53:55
2023-02-05,294.94,98,295.73,1015,294.61,,40,10000,3.6,20,light rain,2023-02-04 08:47:22,2023-02-04 21:53:28
2023-02-06,293.94,99,294.66,1014,293.78,,40,10000,4.12,320,mist,2023-02-05 08:48:03,2023-02-05 21:52:59
2023-02-07,294.84,92,295.47,1015,293.48,,0,10000,2.1,50,clear sky,2023-02-06 08:48:43,2023-02-06 21:52:30
2023-02-08,292.84,100,293.48,1016,292.84,,40,10000,1.54,110,mist,2023-02-07 08:49:23,2023-02-07 21:51:59
2023-02-09,293.69,82,293.94,1015,290.51,,0,10000,5.7,100,clear sky,2023-02-08 08:50:03,2023-02-08 21:51:26
2023-02-10,294.09,93,294.67,1015,292.92,,20,10000,3.1,150,mist,2023-02-09 08:50:42,2023-02-09 21:50:53
2023-02-11,293.64,90,294.09,1015,291.94,,40,8000,3.6,80,mist,2023-02-10 08:51:21,2023-02-10 21:50:18
2023-02-12,293.59,95,294.17,1015,292.76,,0,10000,2.6,80,mist,2023-02-11 08:51:59,2023-02-11 21:49:43
2023-02-13,292.83,99,293.44,1015,292.67,,75,2000,2.1,330,heavy intensity rain,2023-02-12 08:52:37,2023-02-12 21:49:06
2023-02-14,293.69,100,294.41,1014,293.69,,20,7000,2.1,100,mist,2023-02-13 08:53:14,2023-02-13 21:48:28
2023-02-15,297.84,72,298.24,1012,292.46,,0,10000,4.63,320,clear sky,2023-02-14 08:53:51,2023-02-14 21:47:49
2023-02-16,296.5,79,296.95,1009,292.65,,0,10000,4.63,350,clear sky,2023-02-15 08:54:27,2023-02-15 21:47:09
2023-02-17,291.94,99,292.46,1010,291.78,,75,300,5.14,250,thunderstorm with heavy rain,2023-02-16 08:55:03,2023-02-16 21:46:28
2023-02-18,296.83,83,297.42,1011,293.77,,0,10000,2.1,320,light rain,2023-02-17 08:55:38,2023-02-17 21:45:46
2023-02-19,292.58,94,293.03,1018,291.59,,75,10000,6.2,180,mist,2023-02-18 08:56:13,2023-02-18 21:45:03
2023-02-20,290.85,100,291.29,1018,290.85,,100,10000,4.12,190,moderate rain,2023-02-19 08:56:47,2023-02-19 21:44:19
2023-02-21,293.84,100,294.58,1016,293.84,,75,10000,3.09,170,moderate rain,2023-02-20 08:57:21,2023-02-20 21:43:34
2023-02-22,291.85,100,292.39,1018,291.85,,40,6000,2.57,50,moderate rain,2023-02-21 08:57:54,2023-02-21 21:42:48
2023-02-23,293.85,94,294.43,1020,292.85,,75,6000,2.57,140,light rain,2023-02-22 08:58:26,2023-02-22 21:42:02
2023-02-24,293.85,100,294.59,1018,293.85,,75,7000,3.09,50,light rain,2023-02-23 08:58:59,2023-02-23 21:41:14
2023-02-25,296.84,83,297.43,1014,293.78,,75,10000,2.57,330,light rain,2023-02-24 08:59:30,2023-02-24 21:40:26
2023-02-26,296.85,83,297.44,1015,293.79,,0,10000,4.12,320,clear sky,2023-02-25 09:00:01,2023-02-25 21:39:36
2023-02-27,296.84,73,297.17,1017,291.72,,0,10000,1.54,200,clear sky,2023-02-26 09:00:32,2023-02-26 21:38:46
2023-02-28,293.85,94,294.43,1021,292.85,,75,10000,5.66,180,broken clouds,2023-02-27 09:01:02,2023-02-27 21:37:56
2023-03-01,292.84,94,293.32,1020,291.85,,75,10000,5.14,170,broken clouds,2023-02-28 09:01:32,2023-02-28 21:37:04
2023-03-02,294.84,83,295.23,1017,291.83,,40,8000,3.09,150,thunderstorm,2023-03-01 09:02:01,2023-03-01 21:36:12
2023-03-03,295.85,88,296.47,1015,293.76,,75,5000,4.63,90,mist,2023-03-02 09:02:30,2023-03-02 21:35:19
2023-03-04,295.85,100,296.79,1015,295.85,,0,10000,2.57,80,light rain,2023-03-03 09:02:58,2023-03-03 21:34:26
2023-03-05,296.85,88,297.57,1015,294.74,,20,10000,4.63,350,few clouds,2023-03-04 09:03:26,2023-03-04 21:33:32
2023-03-06,294.84,78,295.1,1012,290.84,,40,8000,4.63,220,very heavy rain,2023-03-05 09:03:53,2023-03-05 21:32:37
2023-03-07,295.84,73,296.07,1012,290.75,,0,10000,2.57,90,clear sky,2023-03-06 09:04:20,2023-03-06 21:31:42
2023-03-08,296.85,64,296.95,1016,289.64,,0,10000,4.12,80,clear sky,2023-03-07 09:04:47,2023-03-07 21:30:46
2023-03-09,293.85,99,294.56,1016,293.69,,0,10000,1.54,40,clear sky,2023-03-08 09:05:13,2023-03-08 21:29:50
2023-03-10,293.85,100,294.59,1017,293.85,,0,10000,2.57,100,light rain,2023-03-09 09:05:39,2023-03-09 21:28:53
2023-03-11,292.84,100,293.48,1017,292.84,,75,10000,2.06,60,moderate rain,2023-03-10 09:06:04,2023-03-10 21:27:56
2023-03-12,292.85,100,293.49,1017,292.85,,100,10000,1.54,120,moderate rain,2023-03-11 09:06:30,2023-03-11 21:26:58
2023-03-13,293.84,100,294.58,1017,293.84,,75,10000,3.09,120,light rain,2023-03-12 09:06:54,2023-03-12 21:26:00
2023-03-14,293.94,97,294.61,1017,293.45,,75,10000,2.57,90,light rain,2023-03-13 09:07:19,2023-03-13 21:25:02
2023-03-15,294.17,96,294.83,1018,293.51,,75,9000,3.09,100,broken clouds,2023-03-14 09:07:43,2023-03-14 21:24:03
2023-03-16,294.05,86,294.44,1017,291.62,,40,10000,4.63,110,scattered clouds,2023-03-15 09:08:07,2023-03-15 21:23:04
2023-03-17,293.94,86,294.32,1017,291.51,,40,10000,4.63,130,scattered clouds,2023-03-16 09:08:31,2023-03-16 21:22:05
2023-03-18,293.75,83,294.03,1017,290.76,,75,10000,4.12,150,broken clouds,2023-03-17 09:08:54,2023-03-17 21:21:06
2023-03-19,294.05,89,294.52,1018,292.17,,75,10000,4.63,160,broken clouds,2023-03-18 09:09:18,2023-03-18 21:20:06
2023-03-20,294.85,94,295.53,1017,293.84,,75,8000,2.57,120,broken clouds,2023-03-19 09:09:41,2023-03-19 21:19:06
2023-03-21,298.34,61,298.51,1017,290.29,,0,10000,1.03,0,clear sky,2023-03-20 09:10:03,2023-03-20 21:18:06
2023-03-22,294.17,86,294.57,1018,291.74,,0,10000,3.6,150,clear sky,2023-03-21 09:10:26,2023-03-21 21:17:06
2023-03-23,294.05,83,294.36,1020,291.06,,40,10000,5.66,150,scattered clouds,2023-03-22 09:10:49,2023-03-22 21:16:06
2023-03-24,293.85,94,294.43,1018,292.85,,0,10000,2.57,170,clear sky,2023-03-23 09:11:11,2023-03-23 21:15:06
2023-03-25,295.68,84,296.18,1017,292.84,,0,10000,4.63,150,clear sky,2023-03-24 09:11:33,2023-03-24 21:14:06
2023-03-26,295.08,90,295.68,1017,293.36,,0,7000,2.06,80,clear sky,2023-03-25 09:11:56,2023-03-25 21:13:06
2023-03-27,296.48,86,297.11,1016,294.01,,40,10000,7.72,180,scattered clouds,2023-03-26 09:12:18,2023-03-26 21:12:06
2023-03-28,292.62,86,292.87,1019,290.22,,75,10000,4.12,130,broken clouds,2023-03-27 09:12:40,2023-03-27 21:11:06
2023-03-29,293.84,88,294.26,1018,291.78,,40,10000,4.12,110,scattered clouds,2023-03-28 09:13:02,2023-03-28 21:10:06
2023-03-30,293.85,88,294.27,1017,291.79,,0,10000,1.54,320,clear sky,2023-03-29 09:13:24,2023-03-29 21:09:06
2023-03-31,295.85,83,296.34,1016,292.81,,0,10000,2.57,80,clear sky,2023-03-30 09:13:46,2023-03-30 21:08:07
2023-04-01,293.85,94,294.43,1017,292.85,,75,10000,2.06,80,light rain,2023-03-31 09:14:08,2023-03-31 21:07:08
2023-04-02,294.55,88,295.04,1016,292.48,,75,10000,7.15,158,light rain,2023-04-01 09:14:30,2023-04-01 21:06:08
2023-04-03,290.85,88,290.97,1019,288.84,,40,10000,4.63,130,scattered clouds,2023-04-02 09:14:52,2023-04-02 21:05:10
2023-04-04,292.62,86,292.87,1017,290.22,,75,10000,3.58,167,broken clouds,2023-04-03 09:15:14,2023-04-03 21:04:11
2023-04-05,292.85,88,293.17,1016,290.81,,40,10000,2.57,150,scattered clouds,2023-04-04 09:15:37,2023-04-04 21:03:13
2023-04-06,292.84,88,293.16,1018,290.8,,75,10000,4.63,120,broken clouds,2023-04-05 09:15:59,2023-04-05 21:02:15
2023-04-07,292.84,88,293.16,1016,290.8,,40,10000,3.6,90,scattered clouds,2023-04-06 09:16:21,2023-04-06 21:01:17
2023-04-08,292.92,95,293.43,1017,292.1,,40,10000,3.09,120,light rain,2023-04-07 09:16:44,2023-04-07 21:00:20
2023-04-09,291.9,94,292.28,1019,290.91,,75,10000,4.63,100,light intensity drizzle,2023-04-08 09:17:06,2023-04-08 20:59:23
2023-04-10,290.85,94,291.13,1021,289.87,,75,10000,4.63,100,broken clouds,2023-04-09 09:17:29,2023-04-09 20:58:27
2023-04-11,290.84,82,290.81,1021,287.73,,20,10000,3.09,140,few clouds,2023-04-10 09:17:52,2023-04-10 20:57:31
2023-04-12,292.84,94,293.32,1017,291.85,,75,3500,2.57,150,mist,2023-04-11 09:18:15,2023-04-11 20:56:36
2023-04-13,293.85,94,294.43,1015,292.85,,75,7000,2.24,116,light rain,2023-04-12 09:18:39,2023-04-12 20:55:41
2023-04-14,296.1,77,296.46,1013,291.85,,40,10000,2.57,90,scattered clouds,2023-04-13 09:19:02,2023-04-13 20:54:47
2023-04-15,293.84,94,294.42,1015,292.84,,75,10000,2.57,260,light rain,2023-04-14 09:19:26,2023-04-14 20:53:53
2023-04-16,290.85,100,291.29,1019,290.85,,75,4000,4.63,150,mist,2023-04-15 09:19:49,2023-04-15 20:53:00
2023-04-17,293.75,93,294.29,1013,292.58,,75,10000,2.68,194,broken clouds,2023-04-16 09:20:13,2023-04-16 20:52:07
2023-04-18,292.85,100,293.49,1008,292.85,,0,10000,3.09,320,clear sky,2023-04-17 09:20:38,2023-04-17 20:51:15
2023-04-19,294.85,94,295.53,1006,293.84,,20,10000,5.14,280,moderate rain,2023-04-18 09:21:02,2023-04-18 20:50:24
2023-04-20,291.85,52,291.13,1013,281.81,,0,10000,3.6,300,clear sky,2023-04-19 09:21:27,2023-04-19 20:49:34
2023-04-21,287.84,82,287.51,1021,284.8,,20,10000,5.14,180,few clouds,2023-04-20 09:21:52,2023-04-20 20:48:44
2023-04-22,288.84,88,288.76,1021,286.86,,40,10000,5.66,110,scattered clouds,2023-04-21 09:22:17,2023-04-21 20:47:55
2023-04-23,291.04,85,291.1,1021,288.48,,75,10000,4.12,150,broken clouds,2023-04-22 09:22:42,2023-04-22 20:47:06
2023-04-24,291.97,85,292.13,1022,289.4,,40,10000,3.6,130,scattered clouds,2023-04-23 09:23:08,2023-04-23 20:46:19
2023-04-25,290.89,83,290.89,1022,287.97,,20,10000,4.12,100,few clouds,2023-04-24 09:23:33,2023-04-24 20:45:32
2023-04-26,291.48,91,291.74,1019,289.99,,75,6000,2.57,120,broken clouds,2023-04-25 09:23:59,2023-04-25 20:44:46
2023-04-27,292.58,86,292.82,1017,290.18,,20,10000,4.12,330,few clouds,2023-04-26 09:24:26,2023-04-26 20:44:01
2023-04-28,291.13,96,291.49,1016,290.48,,75,4000,3.6,180,moderate rain,2023-04-27 09:24:52,2023-04-27 20:43:17
2023-04-29,289.0,95,289.12,1020,288.2,,20,10000,3.09,90,few clouds,2023-04-28 09:25:19,2023-04-28 20:42:33
2023-04-30,291.93,90,292.21,1020,290.26,,75,10000,3.09,130,broken clouds,2023-04-29 09:25:45,2023-04-29 20:41:50
2023-05-01,293.12,89,293.5,1018,291.25,,75,6000,3.09,160,broken clouds,2023-04-30 09:26:13,2023-04-30 20:41:09
2023-05-02,293.35,88,293.72,1017,291.3,,75,10000,3.58,211,broken clouds,2023-05-01 09:26:40,2023-05-01 20:40:28
2023-05-03,291.85,88,292.07,1016,289.82,,75,5000,4.12,150,mist,2023-05-02 09:27:07,2023-05-02 20:39:48
2023-05-04,293.49,88,293.88,1017,291.44,,40,6000,3.09,150,scattered clouds,2023-05-03 09:27:35,2023-05-03 20:39:09
2023-05-05,295.07,82,295.46,1019,291.86,,0,10000,3.6,150,clear sky,2023-05-04 09:28:03,2023-05-04 20:38:31
2023-05-06,294.46,88,294.94,1021,292.39,,75,7000,3.6,130,broken clouds,2023-05-05 09:28:31,2023-05-05 20:37:54
2023-05-07,294.03,82,294.31,1020,290.84,,75,6000,3.6,120,broken clouds,2023-05-06 09:28:59,2023-05-06 20:37:18
2023-05-08,293.17,83,293.39,1018,290.2,,0,10000,2.57,160,mist,2023-05-07 09:29:27,2023-05-07 20:36:43
2023-05-09,295.95,77,296.3,1018,291.71,,0,10000,1.54,160,clear sky,2023-05-08 09:29:56,2023-05-08 20:36:09
2023-05-10,293.94,88,294.37,1020,291.88,,40,10000,4.02,154,scattered clouds,2023-05-09 09:30:24,2023-05-09 20:35:36
2023-05-11,291.04,96,291.39,1017,290.39,,75,7000,1.79,139,broken clouds,2023-05-10 09:30:53,2023-05-10 20:35:04
2023-05-12,290.27,84,290.23,1018,287.55,,75,10000,4.92,184,broken clouds,2023-05-11 09:31:21,2023-05-11 20:34:33
2023-05-13,287.98,74,287.45,1021,283.4,,75,10000,4.12,190,broken clouds,2023-05-12 09:31:50,2023-05-12 20:34:03
2023-05-14,287.99,80,287.62,1021,284.58,,75,10000,3.6,140,broken clouds,2023-05-13 09:32:19,2023-05-13 20:33:34
2023-05-15,289.0,90,288.99,1022,287.36,,40,10000,2.06,150,scattered clouds,2023-05-14 09:32:48,2023-05-14 20:33:06
2023-05-16,288.7,66,288.03,1021,282.38,,20,10000,1.03,90,few clouds,2023-05-15 09:33:17,2023-05-15 20:32:39
2023-05-17,288.17,84,287.92,1022,285.49,,20,10000,4.63,160,few clouds,2023-05-16 09:33:46,2023-05-16 20:32:13
2023-05-18,287.99,72,287.41,1023,283.0,,0,10000,4.12,130,clear sky,2023-05-17 09:34:15,2023-05-17 20:31:49
2023-05-19,287.06,90,286.86,1023,285.45,,0,10000,3.6,90,clear sky,2023-05-18 09:34:43,2023-05-18 20:31:25
2023-05-20,287.98,91,287.89,1021,286.53,,40,10000,3.09,110,scattered clouds,2023-05-19 09:35:12,2023-05-19 20:31:02
2023-05-21,288.17,95,288.21,1019,287.38,,0,10000,1.54,150,clear sky,2023-05-20 09:35:41,2023-05-20 20:30:41
2023-05-22,291.47,72,291.24,1018,286.34,,0,10000,1.54,190,clear sky,2023-05-21 09:36:10,2023-05-21 20:30:21
2023-05-23,292.03,72,291.85,1021,286.88,,40,10000,2.57,120,scattered clouds,2023-05-22 09:36:38,2023-05-22 20:30:01
2023-05-24,290.29,71,289.91,1022,284.99,,0,10000,1.03,0,clear sky,2023-05-23 09:37:06,2023-05-23 20:29:43
2023-05-25,291.97,91,292.28,1022,290.47,,40,10000,3.09,100,scattered clouds,2023-05-24 09:37:34,2023-05-24 20:29:26
2023-05-26,292.16,90,292.47,1021,290.48,,0,10000,2.06,150,clear sky,2023-05-25 09:38:02,2023-05-25 20:29:10
2023-05-27,294.0,63,293.79,1019,286.7,,0,10000,3.6,60,clear sky,2023-05-26 09:38:30,2023-05-26 20:28:56
2023-05-28,293.7,67,293.56,1018,287.37,,0,10000,1.54,160,clear sky,2023-05-27 09:38:57,2023-05-27 20:28:42
2023-05-29,289.93,97,290.2,1020,289.45,,75,10000,4.12,220,light rain,2023-05-28 09:39:25,2023-05-28 20:28:29
2023-05-30,288.8,85,288.64,1023,286.29,,75,5000,5.14,120,mist,2023-05-29 09:39:51,2023-05-29 20:28:18
2023-05-31,289.0,91,289.02,1023,287.53,,75,10000,3.6,100,light rain,2023-05-30 09:40:18,2023-05-30 20:28:07
2023-06-01,288.07,99,288.2,1022,287.91,,75,10000,2.57,200,broken clouds,2023-05-31 09:40:44,2023-05-31 20:27:58
2023-06-02,288.91,83,288.71,1023,286.03,,75,5000,3.6,160,mist,2023-06-01 09:41:10,2023-06-01 20:27:50
2023-06-03,289.0,95,289.12,1022,288.2,,75,10000,3.09,90,broken clouds,2023-06-02 09:41:35,2023-06-02 20:27:43
2023-06-04,290.41,84,290.38,1021,287.68,,0,10000,2.06,110,clear sky,2023-06-03 09:42:00,2023-06-03 20:27:36
2023-06-05,287.84,94,287.82,1023,286.89,,0,10000,0.0,0,clear sky,2023-06-04 09:42:25,2023-06-04 20:27:31
2023-06-06,289.62,84,289.52,1023,286.91,,75,8000,3.6,150,broken clouds,2023-06-05 09:42:49,2023-06-05 20:27:28
2023-06-07,288.17,90,288.08,1022,286.54,,20,10000,2.57,100,few clouds,2023-06-06 09:43:12,2023-06-06 20:27:25
2023-06-08,290.96,72,290.68,1022,285.85,,0,10000,1.03,120,clear sky,2023-06-07 09:43:35,2023-06-07 20:27:23
2023-06-09,291.22,82,291.22,1021,288.1,,0,8000,1.03,150,clear sky,2023-06-08 09:43:58,2023-06-08 20:27:22
2023-06-10,290.2,70,289.79,1019,284.69,,0,10000,2.06,330,clear sky,2023-06-09 09:44:20,2023-06-09 20:27:22
2023-06-11,292.04,64,291.66,1018,285.09,,0,10000,1.54,350,clear sky,2023-06-10 09:44:41,2023-06-10 20:27:23
2023-06-12,293.14,58,292.71,1017,284.64,,0,10000,1.03,360,clear sky,2023-06-11 09:45:01,2023-06-11 20:27:26
2023-06-13,291.04,91,291.26,1021,289.55,,75,7000,4.63,190,broken clouds,2023-06-12 09:45:21,2023-06-12 20:27:29
2023-06-14,288.91,97,289.07,1023,288.44,,75,8000,3.6,170,light intensity drizzle,2023-06-13 09:45:41,2023-06-13 20:27:33
2023-06-15,288.91,99,289.13,1022,288.75,,75,7000,1.03,0,light rain,2023-06-14 09:45:59,2023-06-14 20:27:38
2023-06-16,288.91,98,289.1,1019,288.59,,75,10000,4.47,14,broken clouds,2023-06-15 09:46:17,2023-06-15 20:27:44
2023-06-17,286.47,90,286.21,1022,284.87,,0,10000,3.6,320,clear sky,2023-06-16 09:46:34,2023-06-16 20:27:52
2023-06-18,286.93,87,286.64,1023,284.81,,75,10000,2.68,150,broken clouds,2023-06-17 09:46:50,2023-06-17 20:28:00
2023-06-19,286.26,89,285.95,1025,284.49,,75,10000,4.63,150,broken clouds,2023-06-18 09:47:06,2023-06-18 20:28:08
2023-06-20,286.97,79,286.47,1026,283.39,,75,8000,4.12,110,broken clouds,2023-06-19 09:47:20,2023-06-19 20:28:18
2023-06-21,290.36,72,290.02,1022,285.27,,0,10000,1.03,0,clear sky,2023-06-20 09:47:34,2023-06-20 20:28:29
2023-06-22,291.67,71,291.43,1020,286.32,,0,10000,1.54,60,clear sky,2023-06-21 09:47:47,2023-06-21 20:28:40
2023-06-23,293.34,63,293.06,1020,286.08,,0,10000,2.06,70,clear sky,2023-06-22 09:47:59,2023-06-22 20:28:53
2023-06-24,292.78,66,292.52,1020,286.26,,0,10000,1.03,0,clear sky,2023-06-23 09:48:10,2023-06-23 20:29:06
2023-06-25,293.9,64,293.7,1020,286.85,,0,10000,0.51,0,clear sky,2023-06-24 09:48:21,2023-06-24 20:29:20
2023-06-26,294.45,69,294.44,1021,288.54,,0,10000,0.89,65,clear sky,2023-06-25 09:48:30,2023-06-25 20:29:34
2023-06-27,293.9,66,293.75,1021,287.32,,0,10000,1.03,10,clear sky,2023-06-26 09:48:38,2023-06-26 20:29:50
